Complaint_ID,Date,State,Hospital_Type,Department,Complaint_Category,Severity,Resolved
CMP101874,2024-12-25,Maharashtra,CHC,Diagnostics,Test delays,High,No
CMP101875,2024-12-16,Rajasthan,Medical College Hospital,Diagnostics,Rude staff,Medium,Yes
CMP101876,2024-09-26,Uttar Pradesh,District Hospital,Outpatient,Lack of communication,Medium,No
CMP101877,2024-02-17,Tamil Nadu,CHC,Outpatient,Long wait time,High,Yes
CMP101878,2024-11-26,Maharashtra,Medical College Hospital,Surgery,Rude staff,High,Yes
CMP101879,2024-12-09,Maharashtra,Medical College Hospital,Maternity,Unclean wards,Low,Yes
CMP101880,2024-08-04,Rajasthan,PHC,Emergency,Test delays,Medium,No
CMP101881,2024-09-17,Rajasthan,PHC,Surgery,Rude staff,Medium,Yes
CMP101882,2024-07-04,Uttar Pradesh,CHC,Outpatient,Test delays,Medium,Yes
CMP101883,2024-01-10,Tamil Nadu,District Hospital,Maternity,Rude staff,High,No
CMP101884,2024-07-04,Rajasthan,District Hospital,Diagnostics,Unclean wards,High,Yes
CMP101885,2024-06-07,Uttar Pradesh,PHC,Surgery,Lack of communication,Low,Yes
CMP101886,2024-04-02,Rajasthan,Medical College Hospital,Emergency,Test delays,High,No
CMP101887,2024-04-19,Rajasthan,PHC,Maternity,Lack of communication,Medium,Yes
CMP101888,2024-06-23,Bihar,CHC,Pediatrics,Lack of communication,Medium,No
CMP101889,2024-09-05,Bihar,PHC,Pediatrics,Billing issues,High,Yes
CMP101890,2024-04-08,Rajasthan,District Hospital,Pharmacy,Rude staff,Low,No
CMP101891,2024-04-25,West Bengal,CHC,Pharmacy,Long wait time,High,Yes
CMP101892,2024-03-11,Karnataka,District Hospital,Diagnostics,Unavailability of medicine,Low,No
CMP101893,2024-03-20,West Bengal,CHC,Emergency,Lack of communication,High,Yes
CMP101894,2024-02-09,Maharashtra,Medical College Hospital,Surgery,Unclean wards,High,Yes
CMP101895,2024-05-31,Rajasthan,PHC,Outpatient,Rude staff,High,Yes
CMP101896,2024-02-21,West Bengal,District Hospital,Outpatient,Unclean wards,High,No
CMP101897,2024-09-16,Karnataka,CHC,Emergency,Unclean wards,Low,Yes
CMP101898,2024-10-03,West Bengal,PHC,Surgery,Long wait time,Low,No
CMP101899,2024-09-26,Tamil Nadu,District Hospital,Emergency,Long wait time,Medium,No
CMP101900,2024-01-20,Bihar,Medical College Hospital,Surgery,Rude staff,Low,No
CMP101901,2024-12-04,Karnataka,CHC,Pharmacy,Rude staff,Medium,No
CMP101902,2024-06-21,Bihar,District Hospital,Pediatrics,Test delays,High,Yes
CMP101903,2024-11-12,Rajasthan,District Hospital,Pediatrics,Test delays,High,Yes
CMP101904,2024-03-08,Bihar,Medical College Hospital,Surgery,Unclean wards,Medium,Yes
CMP101905,2024-11-01,Rajasthan,CHC,Surgery,Unclean wards,Low,Yes
CMP101906,2024-07-11,Bihar,PHC,Outpatient,Unclean wards,Medium,Yes
CMP101907,2024-03-19,Rajasthan,District Hospital,Diagnostics,Long wait time,Low,No
CMP101908,2024-03-24,Uttar Pradesh,CHC,Pediatrics,Lack of communication,Medium,Yes
CMP101909,2024-04-02,Karnataka,CHC,Maternity,Unclean wards,High,No
CMP101910,2024-12-20,Maharashtra,Medical College Hospital,Maternity,Billing issues,High,Yes
CMP101911,2024-11-15,Karnataka,District Hospital,Outpatient,Rude staff,Low,No
CMP101912,2024-03-25,Maharashtra,PHC,Pharmacy,Rude staff,Low,No
CMP101913,2024-08-12,Karnataka,District Hospital,Emergency,Unavailability of medicine,Low,Yes
CMP101914,2024-01-23,Karnataka,District Hospital,Outpatient,Billing issues,Low,No
CMP101915,2024-07-29,Bihar,PHC,Emergency,Lack of communication,High,No
CMP101916,2024-07-05,Maharashtra,CHC,Pediatrics,Lack of communication,High,Yes
CMP101917,2024-12-12,West Bengal,District Hospital,Outpatient,Unclean wards,Low,Yes
CMP101918,2024-05-01,Maharashtra,CHC,Maternity,Long wait time,Low,No
CMP101919,2024-08-15,Maharashtra,Medical College Hospital,Pediatrics,Unavailability of medicine,Medium,Yes
CMP101920,2024-11-08,Karnataka,CHC,Diagnostics,Long wait time,High,No
CMP101921,2024-05-25,Maharashtra,PHC,Diagnostics,Long wait time,Low,No
CMP101922,2024-08-17,Rajasthan,PHC,Outpatient,Test delays,Low,Yes
CMP101923,2024-04-29,Karnataka,Medical College Hospital,Outpatient,Lack of communication,Medium,No
CMP101924,2024-09-30,West Bengal,CHC,Maternity,Test delays,Medium,No
CMP101925,2024-05-02,Rajasthan,District Hospital,Emergency,Unclean wards,Medium,Yes
CMP101926,2024-06-07,Uttar Pradesh,Medical College Hospital,Emergency,Unclean wards,Low,Yes
CMP101927,2024-08-28,Bihar,PHC,Maternity,Lack of communication,High,Yes
CMP101928,2024-04-09,Rajasthan,CHC,Pharmacy,Unclean wards,Medium,Yes
CMP101929,2024-07-07,Rajasthan,PHC,Pharmacy,Test delays,High,Yes
CMP101930,2024-12-13,Tamil Nadu,District Hospital,Outpatient,Billing issues,Medium,Yes
CMP101931,2024-10-19,Uttar Pradesh,Medical College Hospital,Diagnostics,Billing issues,High,No
CMP101932,2024-08-13,Maharashtra,Medical College Hospital,Pharmacy,Test delays,Low,Yes
CMP101933,2024-08-24,Rajasthan,PHC,Pharmacy,Billing issues,High,Yes
CMP101934,2024-05-24,West Bengal,Medical College Hospital,Surgery,Unavailability of medicine,Low,Yes
CMP101935,2024-07-14,Bihar,CHC,Pediatrics,Long wait time,High,Yes
CMP101936,2024-09-14,West Bengal,CHC,Pediatrics,Unclean wards,High,Yes
CMP101937,2024-09-27,Rajasthan,PHC,Diagnostics,Unclean wards,High,Yes
CMP101938,2024-08-02,Bihar,PHC,Emergency,Unclean wards,Medium,Yes
CMP101939,2024-03-23,Bihar,Medical College Hospital,Emergency,Billing issues,Low,No
CMP101940,2024-04-12,Bihar,PHC,Maternity,Billing issues,High,Yes
CMP101941,2024-11-05,West Bengal,CHC,Emergency,Test delays,Medium,No
CMP101942,2024-03-11,Maharashtra,District Hospital,Surgery,Billing issues,Low,Yes
CMP101943,2024-05-08,Rajasthan,CHC,Outpatient,Test delays,High,No
CMP101944,2024-01-27,Bihar,Medical College Hospital,Outpatient,Lack of communication,High,No
CMP101945,2024-11-24,Rajasthan,PHC,Pediatrics,Lack of communication,Low,Yes
CMP101946,2024-09-03,Rajasthan,PHC,Emergency,Unclean wards,High,No
CMP101947,2024-07-09,West Bengal,PHC,Diagnostics,Rude staff,Medium,Yes
CMP101948,2024-10-10,Tamil Nadu,Medical College Hospital,Surgery,Test delays,Medium,No
CMP101949,2024-02-22,Tamil Nadu,District Hospital,Emergency,Long wait time,High,No
CMP101950,2024-12-30,Bihar,Medical College Hospital,Emergency,Billing issues,High,Yes
CMP101951,2024-09-21,Karnataka,CHC,Outpatient,Long wait time,High,Yes
CMP101952,2024-03-04,West Bengal,District Hospital,Maternity,Unclean wards,High,Yes
CMP101953,2024-05-25,Maharashtra,PHC,Diagnostics,Billing issues,Medium,No
CMP101954,2024-02-12,West Bengal,CHC,Surgery,Unavailability of medicine,High,Yes
CMP101955,2024-03-23,Tamil Nadu,PHC,Surgery,Billing issues,High,No
CMP101956,2024-05-19,Tamil Nadu,District Hospital,Pharmacy,Long wait time,High,No
CMP101957,2024-08-18,Tamil Nadu,Medical College Hospital,Diagnostics,Unavailability of medicine,Medium,Yes
CMP101958,2024-09-19,Uttar Pradesh,CHC,Outpatient,Test delays,Low,No
CMP101959,2024-03-16,West Bengal,Medical College Hospital,Maternity,Unclean wards,Low,No
CMP101960,2024-08-11,Rajasthan,CHC,Maternity,Unclean wards,Medium,No
CMP101961,2024-02-16,Rajasthan,PHC,Pharmacy,Long wait time,Low,No
CMP101962,2024-04-23,Uttar Pradesh,PHC,Outpatient,Unclean wards,Medium,Yes
CMP101963,2024-08-18,Tamil Nadu,Medical College Hospital,Pediatrics,Billing issues,Low,No
CMP101964,2024-06-27,Karnataka,PHC,Emergency,Test delays,Low,No
CMP101965,2024-01-14,West Bengal,District Hospital,Pharmacy,Unavailability of medicine,Low,Yes
CMP101966,2024-07-31,Maharashtra,District Hospital,Outpatient,Unclean wards,Medium,Yes
CMP101967,2024-01-28,West Bengal,District Hospital,Emergency,Test delays,High,No
CMP101968,2024-07-21,Maharashtra,District Hospital,Outpatient,Unclean wards,High,No
CMP101969,2024-09-14,Tamil Nadu,CHC,Maternity,Long wait time,Low,No
CMP101970,2024-07-10,Tamil Nadu,CHC,Diagnostics,Rude staff,High,No
CMP101971,2024-04-30,Maharashtra,District Hospital,Pediatrics,Unavailability of medicine,Low,Yes
CMP101972,2024-07-16,Karnataka,CHC,Outpatient,Test delays,High,Yes
CMP101973,2024-02-11,Uttar Pradesh,District Hospital,Diagnostics,Rude staff,Medium,Yes
CMP101974,2024-07-10,Rajasthan,Medical College Hospital,Outpatient,Unclean wards,Low,Yes
CMP101975,2024-04-24,Rajasthan,CHC,Emergency,Unavailability of medicine,Medium,No
CMP101976,2024-01-15,Rajasthan,District Hospital,Diagnostics,Unclean wards,Medium,Yes
CMP101977,2024-06-12,West Bengal,District Hospital,Surgery,Rude staff,High,Yes
CMP101978,2024-02-20,Uttar Pradesh,Medical College Hospital,Diagnostics,Billing issues,High,No
CMP101979,2024-12-31,West Bengal,Medical College Hospital,Emergency,Rude staff,Low,Yes
CMP101980,2024-11-28,Tamil Nadu,PHC,Diagnostics,Billing issues,Medium,Yes
CMP101981,2024-06-20,West Bengal,District Hospital,Outpatient,Test delays,Low,Yes
CMP101982,2024-03-15,West Bengal,PHC,Outpatient,Unavailability of medicine,High,No
CMP101983,2024-03-11,West Bengal,CHC,Surgery,Billing issues,High,No
CMP101984,2024-01-20,Maharashtra,District Hospital,Diagnostics,Lack of communication,Low,Yes
CMP101985,2024-05-26,Rajasthan,District Hospital,Outpatient,Lack of communication,Medium,Yes
CMP101986,2024-08-29,Uttar Pradesh,CHC,Diagnostics,Test delays,Medium,No
CMP101987,2024-12-22,Rajasthan,Medical College Hospital,Pharmacy,Test delays,Medium,Yes
CMP101988,2024-03-12,Karnataka,District Hospital,Outpatient,Unclean wards,Medium,No
CMP101989,2024-12-27,Tamil Nadu,Medical College Hospital,Diagnostics,Rude staff,High,No
CMP101990,2024-08-28,Bihar,District Hospital,Maternity,Unavailability of medicine,Low,No
CMP101991,2024-08-17,Tamil Nadu,PHC,Outpatient,Test delays,High,No
CMP101992,2024-11-11,Rajasthan,Medical College Hospital,Maternity,Test delays,High,Yes
CMP101993,2024-01-03,Bihar,PHC,Pharmacy,Unclean wards,High,Yes
CMP101994,2024-02-10,Tamil Nadu,District Hospital,Pharmacy,Unclean wards,High,No
CMP101995,2024-01-10,Maharashtra,PHC,Outpatient,Lack of communication,Low,No
CMP101996,2024-05-11,Maharashtra,District Hospital,Pharmacy,Test delays,Low,No
CMP101997,2024-04-20,Rajasthan,District Hospital,Outpatient,Test delays,Medium,Yes
CMP101998,2024-03-17,Maharashtra,PHC,Emergency,Test delays,Low,No
CMP101999,2024-10-07,Maharashtra,District Hospital,Maternity,Unavailability of medicine,High,No
